City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
334,Richards Bay,ZA,71.87,broken clouds,-28.783,32.0377,No hotel found
338,Codrington,AU,65.91,clear sky,-38.2667,141.9667,No hotel found
339,Pombas,CV,69.58,clear sky,17.1503,-25.0201,No hotel found
340,Cotonou,BJ,78.78,few clouds,6.3654,2.4183,No hotel found
352,Adrar,MR,66.16,scattered clouds,20.5022,-10.0711,No hotel found
353,Januaria,BR,69.21,light rain,-15.4833,-44.3667,No hotel found
358,Dingle,PH,74.39,overcast clouds,10.9995,122.6711,No hotel found
375,Chikwawa,MW,72.41,overcast clouds,-16.0335,34.8009,No hotel found
377,Dodoma,TZ,65.35,light rain,-6.1722,35.7395,No hotel found
379,Coxim,BR,78.6,scattered clouds,-18.5067,-54.76,No hotel found
386,Saint-Pierre,RE,75.9,clear sky,-21.3393,55.4781,No hotel found
387,Ballina,AU,70.79,few clouds,-28.8667,153.5667,No hotel found
388,Nueva Loja,EC,72.68,clear sky,0.0847,-76.8828,No hotel found
390,Kota Bahru,MY,71.55,few clouds,6.1333,102.2386,No hotel found
392,Sai Buri,TH,73.11,overcast clouds,6.7013,101.6168,No hotel found
399,Tairua,NZ,71.62,clear sky,-37.0167,175.85,No hotel found
402,Yenagoa,NG,74.61,broken clouds,4.9247,6.2642,No hotel found
403,Wamba,NG,67.21,clear sky,8.9333,8.6,No hotel found
408,Bousse,BF,67.55,overcast clouds,12.6606,-1.8922,No hotel found
411,Sonoita,MX,65.44,overcast clouds,31.85,-112.8333,No hotel found
412,Alenquer,BR,73.33,light rain,-1.9417,-54.7383,No hotel found
413,Bosobolo,CD,71.28,overcast clouds,4.1833,19.9,No hotel found
414,Souillac,MU,77.38,scattered clouds,-20.5167,57.5167,No hotel found
415,Grand Gaube,MU,77.4,clear sky,-20.0064,57.6608,No hotel found
416,Cayenne,GF,75.24,broken clouds,4.9333,-52.3333,No hotel found
417,Encarnacion,PY,68.52,overcast clouds,-27.3333,-55.9,No hotel found
418,Tessalit,ML,65.68,overcast clouds,20.1986,1.0114,No hotel found
427,Cabo San Lucas,MX,72.18,clear sky,22.8909,-109.9124,No hotel found
440,Lavumisa,SZ,70.38,broken clouds,-27.31,31.892,No hotel found
442,Kikwit,CD,70.14,overcast clouds,-5.041,18.8162,No hotel found
445,Kaniama,CD,65.88,overcast clouds,-7.5667,24.1833,No hotel found
446,Bubaque,GW,77.5,light rain,11.2833,-15.8333,No hotel found
453,Caetite,BR,65.5,overcast clouds,-14.0694,-42.475,No hotel found
456,Kanigiri,IN,70.95,scattered clouds,15.4,79.5167,No hotel found
461,Abu Dhabi,AE,69.82,light rain,24.4667,54.3667,No hotel found
462,Banda Aceh,ID,78.76,overcast clouds,5.5577,95.3222,No hotel found
465,Bodden Town,KY,75.99,few clouds,19.2833,-81.25,No hotel found
467,Boda,CF,69.69,overcast clouds,4.3189,17.4695,No hotel found
472,Ilhabela,BR,74.48,overcast clouds,-23.7781,-45.3581,No hotel found
473,Kangaba,ML,71.51,broken clouds,11.9333,-8.4167,No hotel found
474,Nizwa,OM,65.82,scattered clouds,22.9333,57.5333,No hotel found
488,Cururupu,BR,76.35,overcast clouds,-1.8283,-44.8683,No hotel found
489,Pietermaritzburg,ZA,65.68,clear sky,-29.6168,30.3928,No hotel found
492,Taoudenni,ML,67.37,clear sky,22.6783,-3.9836,No hotel found
497,Boa Vista,BR,76.23,overcast clouds,2.8197,-60.6733,No hotel found
499,Humberto De Campos,BR,76.46,overcast clouds,-2.5983,-43.4611,No hotel found
501,Coahuayana,MX,74.88,overcast clouds,18.7333,-103.6833,No hotel found
504,Harper,LR,78.62,clear sky,4.375,-7.7169,No hotel found
505,Kawalu,ID,78.49,broken clouds,-7.3817,108.2082,No hotel found
509,Mucurici,BR,68.79,overcast clouds,-18.0933,-40.5158,No hotel found
512,Paso De Los Toros,UY,72.32,overcast clouds,-32.8167,-56.5167,No hotel found
514,Formosa,AR,67.98,scattered clouds,-26.1775,-58.1781,No hotel found
518,Nong Bua,TH,73.89,overcast clouds,15.8646,100.5858,No hotel found
519,Santa Luzia,BR,66.2,overcast clouds,-19.7697,-43.8514,No hotel found
521,Trinidad,BO,75.94,clear sky,-14.8333,-64.9,No hotel found
522,Lima,PE,73.9,broken clouds,-12.0432,-77.0282,No hotel found
524,Puerto Escondido,MX,76.21,clear sky,15.85,-97.0667,No hotel found
530,Wajir,KE,75.02,overcast clouds,1.7471,40.0573,No hotel found
533,Barra Do Garcas,BR,71.2,broken clouds,-15.89,-52.2567,No hotel found
535,Obo,CF,66.11,overcast clouds,5.3998,26.4869,No hotel found
536,Praia,CV,70.34,few clouds,14.9215,-23.5087,No hotel found
541,Meulaboh,ID,76.21,overcast clouds,4.1363,96.1285,No hotel found
545,Codajas,BR,73.27,overcast clouds,-3.8367,-62.0569,No hotel found
550,Barra,BR,76.06,overcast clouds,-11.0894,-43.1417,No hotel found
556,Warri,NG,74.39,clear sky,5.5167,5.75,No hotel found
558,Tanabi,BR,70.39,clear sky,-20.6264,-49.6492,No hotel found
560,Picos,BR,79.72,overcast clouds,-7.0769,-41.4669,No hotel found
564,Barra Do Corda,BR,73.67,light rain,-5.5,-45.25,No hotel found
566,Sibolga,ID,77.83,overcast clouds,1.7427,98.7792,No hotel found
569,Beruwala,LK,74.01,few clouds,6.4788,79.9828,No hotel found
570,Pericos,MX,66.76,clear sky,25.05,-107.7,No hotel found
571,Dakar,SN,71.8,overcast clouds,14.6937,-17.4441,No hotel found
573,Marsh Harbour,BS,68.7,overcast clouds,26.5412,-77.0636,No hotel found
575,Dubti,ET,74.08,overcast clouds,11.7361,41.0853,No hotel found
579,Carutapera,BR,77.7,light rain,-1.195,-46.02,No hotel found
581,Eldorado,BR,79.21,overcast clouds,-23.7869,-54.2836,No hotel found
583,Kwinana,AU,72.16,clear sky,-32.25,115.7667,No hotel found
585,Khakhea,BW,76.98,overcast clouds,-24.6895,23.494,No hotel found
586,Pontianak,ID,78.78,few clouds,-0.0333,109.3333,No hotel found
596,Lichtenburg,ZA,66.42,overcast clouds,-26.152,26.1597,No hotel found
601,Mareeba,AU,77.43,overcast clouds,-17.0,145.4333,No hotel found
608,Atambua,ID,78.24,overcast clouds,-9.1061,124.8925,No hotel found
609,Camopi,GF,71.74,light rain,3.1655,-52.3158,No hotel found
611,El Molino,CO,73.83,light rain,10.6523,-72.924,No hotel found
613,Cockburn Town,TC,79.21,clear sky,21.4612,-71.1419,No hotel found
615,Carmen,MX,69.84,clear sky,18.6333,-91.8333,No hotel found
616,Porto Seguro,BR,77.52,clear sky,-16.4497,-39.0647,No hotel found
619,Diu,IN,65.26,clear sky,20.7141,70.9822,No hotel found
621,Kurunegala,LK,70.32,few clouds,7.4863,80.3623,No hotel found
624,Nagua,DO,73.81,clear sky,19.3832,-69.8474,No hotel found
625,Kaputa,ZM,65.37,overcast clouds,-8.4689,29.6619,No hotel found
628,Wahiawa,US,79.12,clear sky,21.5028,-158.0236,No hotel found
631,Sokoni,TZ,78.82,light rain,-6.4333,39.55,No hotel found
632,Mahbubnagar,IN,70.34,broken clouds,16.7333,77.9833,No hotel found
634,Hualmay,PE,69.94,overcast clouds,-11.0964,-77.6139,No hotel found
635,Dona Ines,BR,69.76,few clouds,-6.6167,-35.6333,No hotel found
636,Antalaha,MG,69.46,clear sky,-14.9003,50.2788,No hotel found
644,Maragogi,BR,77.41,clear sky,-9.0122,-35.2225,No hotel found
646,Rafaela,AR,73.99,clear sky,-31.2503,-61.4867,No hotel found
647,Bobo Dioulasso,BF,70.3,scattered clouds,11.1771,-4.2979,No hotel found
653,Poum,NC,79.38,overcast clouds,-20.2333,164.0167,No hotel found
656,Bengkulu,ID,77.13,moderate rain,-3.8004,102.2655,No hotel found
659,Vanimo,PG,78.6,overcast clouds,-2.6741,141.3028,No hotel found
660,Mbuguni,TZ,67.28,overcast clouds,-3.5667,36.95,No hotel found
667,Lucea,JM,77.86,broken clouds,18.451,-78.1736,No hotel found
668,Afzalpur,IN,74.5,overcast clouds,17.2,76.35,No hotel found
673,Santa Isabel Do Rio Negro,BR,73.81,overcast clouds,-0.4139,-65.0192,No hotel found
678,Kayankulam,IN,74.03,clear sky,9.1833,76.5,No hotel found
679,Cabo Rojo,PR,78.67,clear sky,18.0866,-67.1457,No hotel found
682,Balikpapan,ID,79.79,few clouds,-1.2675,116.8289,No hotel found
690,Sur,OM,71.38,clear sky,22.5667,59.5289,No hotel found
691,The Valley,AI,77.14,scattered clouds,18.217,-63.0578,No hotel found
694,Ixtapa,MX,74.43,clear sky,20.7,-105.2,No hotel found
